Name,ID,Country,Website,Groups,Aggregated subsidiaries,Region,Stage,Sector,Description,Description source,Description link,Description date,Publications: AI publications,Publications: Recent AI publication growth,Publications: AI publication percentage,Publications: AI publications in top conferences,Publications: Citations to AI research,Publications: CV publications,Publications: NLP publications,Publications: Robotics publications,Publications: AI safety publications,Publications: Large language model publications,Publications: Total publications,Patents: AI patents,Patents: AI patents: recent growth,Patents: AI patent percentage,Patents: Granted AI patents,Patents: Total patents,Patents: AI use cases: Agriculture,Patents: AI use cases: Banking and finance,Patents: AI use cases: Business,Patents: AI use cases: Computing in government,Patents: AI use cases: Document management and publishing,Patents: AI use cases: Education,Patents: AI use cases: Energy,Patents: AI use cases: Entertainment,Patents: AI use cases: Industry and manufacturing,Patents: AI use cases: Life sciences,Patents: AI use cases: Military,Patents: AI use cases: Nanotechnology,Patents: AI use cases: Networking,Patents: AI use cases: Personal devices and computing,Patents: AI use cases: Physical sciences and engineering,Patents: AI use cases: Security,Patents: AI use cases: Semiconductors,Patents: AI use cases: Telecommunications,Patents: AI use cases: Transportation,Patents: AI applications and techniques: Analytics and algorithms,Patents: AI applications and techniques: Computer vision,Patents: AI applications and techniques: Control,Patents: AI applications and techniques: Distributed AI,Patents: AI applications and techniques: Knowledge representation,Patents: AI applications and techniques: Language processing,Patents: AI applications and techniques: Measuring and testing,Patents: AI applications and techniques: Planning and scheduling,Patents: AI applications and techniques: Robotics,Patents: AI applications and techniques: Speech processing,Workforce: AI workers,Workforce: Tech Team 1 workers,City,State/province,PARAT link
Evergy,2310,United States,http://www.evergyinc.com,S&P 500,,North America,Mature,Utilities,Evergy is an energy company that provides the best possible energy service to its customers and communities.,crunchbase,https://crunchbase.com/organization/evergy,2024-05-16,0,,0.0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,151,Kansas City,Missouri,https://parat.eto.tech/company/2310-evergy
Cohere,6903,Canada,https://cohere.com/,GenAI Contenders,,North America,Unknown,Unknown,"Cohere Inc. is a Canadian multinational technology company focused on artificial intelligence for the enterprise, specializing in large language models. Cohere was founded in 2019 by Aidan Gomez, Ivan Zhang, and Nick Frosst, and is headquartered in Toronto and San Francisco, with offices in Palo Alto and London.",wikipedia,https://en.wikipedia.org/wiki/Cohere,2024-05-20,16,-100.0,94.1,8,649,2,9,0,1,9,17,6,,46.2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,51,148,Toronto,Ontario,https://parat.eto.tech/company/6903-cohere
McCormick,2410,United States,https://www.mccormick.com/,S&P 500,,North America,Mature,Food & Beverages,"McCormick manufactures, markets and distributes spices, seasoning mixes, condiments & other flavorful products to the entire food industry.",crunchbase,https://www.crunchbase.com/organization/mccormick-company,2024-05-16,65,77.03703703703704,3.2,0,1291,10,2,23,2,0,2011,0,,0.0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,148,Baltimore,Maryland,https://parat.eto.tech/company/2410-mccormick
Howmet Aerospace,2359,United States,https://www.howmet.com/,S&P 500,,North America,Mature,Industrial Goods,"Howmet Aerospace Inc., (formerly Arconic Inc.) is an American aerospace company based in Pittsburgh, Pennsylvania. The company manufactures components for jet engines, fasteners and titanium structures for aerospace applications, and forged aluminum wheels for heavy trucks.",wikipedia,https://en.wikipedia.org/wiki/Howmet_Aerospace,2021-03-15,1,-100.0,0.9,0,3,0,0,0,0,0,106,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,147,Pittsburgh,Pennsylvania,https://parat.eto.tech/company/2359-howmet-aerospace
FMC Corporation,2326,United States,http://www.fmc.com/,S&P 500,,North America,Mature,Chemicals,"FMC Corporation is an US-based chemical manufacturing company producing solutions for the agricultural, textile, and healthcare industries.",crunchbase,https://www.crunchbase.com/organization/fmc-corporation,2024-05-16,2,-100.0,0.9,0,148,1,0,1,0,0,216,5,,1.6,2,319,5,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,0,0,1,3,0,0,25,146,Philadelphia,Pennsylvania,https://parat.eto.tech/company/2326-fmc-corporation
WEC Energy Group,2537,United States,https://www.wecenergygroup.com/,S&P 500,,North America,Mature,Utilities,WEC Energy Group is one of the nation’s largest electric and natural gas delivery companies.,crunchbase,https://www.crunchbase.com/organization/wec-energy-group,2024-05-16,0,,0.0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,146,Milwaukee,Wisconsin,https://parat.eto.tech/company/2537-wec-energy-group
Tapestry,2504,United States,https://www.tapestry.com/,S&P 500,,North America,Mature,Retailers,Tapestry is a global house of brands that embraces the exploration of individuality.,crunchbase,https://www.crunchbase.com/organization/tapestry-aa5d,2024-05-16,0,,0.0,0,0,0,0,0,0,0,1,7,,70.0,0,10,0,0,1,0,0,0,0,0,0,1,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,6,25,145,New York,New York,https://parat.eto.tech/company/2504-tapestry
Atmos Energy,2223,United States,https://www.atmosenergy.com/,S&P 500,,North America,Mature,Utilities,full-service natural gas marketing company providing supply and asset management services.,crunchbase,https://www.crunchbase.com/organization/atmos-energy,2024-05-16,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,144,Dallas,Texas,https://parat.eto.tech/company/2223-atmos-energy
Citizens Financial Group,2260,United States,https://www.citizensbank.com/,S&P 500,,North America,Mature,Banking & Investment Services,"Citizens Bank is the largest financial services firm that specializes in commercial banking, mortgages, credit cards, and mobile banking.",crunchbase,https://www.crunchbase.com/organization/citizens-bank,2024-05-16,0,,0.0,0,0,0,0,0,0,0,5,10,,52.6,5,19,0,5,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,4,0,0,3,0,0,33,143,Providence,Rhode Island,https://parat.eto.tech/company/2260-citizens-financial-group
Deckers Brands,6953,United States,https://www.deckers.com/,S&P 500,,North America,Mature,Unknown,"Deckers Outdoor Corporation, doing business as Deckers Brands, is a footwear designer and distributor based in Goleta, California, United States. It was founded in 1973 by University of California, Santa Barbara alumni Doug Otto and Karl F. Lopker. In 1975, the company was incorporated in California under the name Deckers Corporation. In October 1993, Deckers initiated a public offering of stock in its company. Deckers' portfolio of brands includes UGG, Teva, Sanuk, Hoka One One and Koolaburra.",wikipedia,https://en.wikipedia.org/wiki/Deckers_Brands,2024-06-04,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,143,Goleta,California,https://parat.eto.tech/company/6953-deckers-brands
American Water Works,2211,United States,http://amwater.com/,S&P 500,,North America,Mature,Utilities,"American Water Works Company, Inc. (American Water) is a water and wastewater utility company.",crunchbase,https://www.crunchbase.com/organization/american-water-works,2024-05-16,0,,0.0,0,0,0,0,0,0,0,133,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,142,Voorhees,New Jersey,https://parat.eto.tech/company/2211-american-water-works
China Mobile Communications,1820,China,http://www.10086.cn,,,Asia,Mature,Telecommunications Services,"China Mobile is the trade name of both China Mobile Limited and its ultimate controlling shareholder, China Mobile Communications Group Co., Ltd., a Chinese state-owned company. China Mobile Limited provides mobile voice and multimedia services through its nationwide mobile telecommunications network across mainland China and Hong Kong. China Mobile is the largest wireless carrier in China, with 945.50 million subscribers as of June 2021.",wikipedia,https://en.wikipedia.org/wiki/China_Mobile,2023-08-25,1061,47.475033516648885,19.1,69,10417,412,162,58,17,47,5552,2506,101.00807159590852,7.5,533,33252,6,22,279,11,0,6,32,9,70,43,0,0,18,1216,13,118,2,631,100,149,266,17,1,43,0,27,177,0,103,11,141,Beijing,Beijing ,https://parat.eto.tech/company/1820-china-mobile-communications
Woodward,2826,United States,https://www.woodward.com/,,,North America,Mature,Industrial Goods,"Woodward is an independent designer, manufacturer, and service provider of control solutions for the aerospace and industrial markets.",crunchbase,https://www.crunchbase.com/organization/woodward,2024-05-16,22,-100.0,2.1,0,921,9,5,2,0,0,1064,2,-100.0,0.7,1,305,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,3,131,Fort Collins,Colorado,https://parat.eto.tech/company/2826-woodward
Old Dominion Freight Line,2444,United States,https://www.odfl.com/,S&P 500,,North America,Mature,Transportation,"ODFL is a leading, less-than-truckload, union-free company providing premium service to all its customers.",crunchbase,https://www.crunchbase.com/organization/old-dominion-freight-line,2024-05-16,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,128,Thomasville,North Carolina,https://parat.eto.tech/company/2444-old-dominion-freight-line
Hess Corporation,2353,United States,https://www.hess.com/,S&P 500,,North America,Mature,Energy - Fossil Fuels,Hess Corporation is an independent energy company engaged in the exploration and production of crude oil and natural gas.,crunchbase,https://www.crunchbase.com/organization/hess-corporation,2024-05-16,46,1000.0,7.4,26,461,6,33,3,2,13,620,1,,16.7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,125,New York,New York,https://parat.eto.tech/company/2353-hess-corporation
Ginkgo Bioworks,6936,United States,https://ginkgobioworks.com,,,North America,Mature,Unknown,"Ginkgo Bioworks is an American biotech company founded in 2008 by five scientists from MIT, headed by Jason Kelly. The company specializes in using genetic engineering to produce bacteria with industrial applications for other biotech companies, saving other companies the cost of reproducing the initial stages of design in synthetic biology. The self-proclaimed ""Organism Company"" was one of the world's largest privately held biotech companies, valued at $4.2 billion in 2019. It raised $290 million in September and $350 million in October of that year. Ginkgo Bioworks went public on the New York Stock Exchange via a SPAC merger on September 17, 2021.",wikipedia,https://en.wikipedia.org/wiki/Ginkgo_Bioworks,2024-05-20,1,-100.0,0.8,0,182,0,0,0,0,0,127,19,-46.42857142857143,7.8,10,243,1,0,1,0,0,0,0,0,0,17,0,0,0,1,4,0,0,0,0,0,0,1,0,2,0,2,1,0,0,16,122,Boston,Massachusetts,https://parat.eto.tech/company/6936-ginkgo-bioworks
Horizon Robotics,110,China,https://www.horizon.ai/,,,Asia,Mature,Software & IT Services,Horizon Robotics is a leading provider of ADAS and AD solutions for passenger vehicles with proprietary software and hardware.,crunchbase,https://www.crunchbase.com/organization/horizon-robotics,2024-05-16,147,-5.312742812742813,88.0,72,16492,127,4,13,10,1,167,178,228.33333333333334,28.1,120,633,0,2,2,0,0,1,0,1,3,1,0,0,0,85,1,0,0,3,12,1,33,4,0,0,0,0,2,0,17,22,121,Beijing,Beijing ,https://parat.eto.tech/company/110-horizon-robotics
Builders FirstSource,6944,United States,https://www.bldr.com/,S&P 500,,North America,Mature,Unknown,"Builders FirstSource, Inc. is a Fortune 500 company that is a manufacturer and supplier of building materials. The company is headquartered in Irving, Texas, and is the largest supplier of building products, prefabricated components and value-added services in the US. Builders FirstSource employs over 15,000 people throughout the USA. They serve new residential construction, repair and remodeling professionals. The company was incorporated in March 1998. The company has about 550 locations in 40 US states.",wikipedia,https://en.wikipedia.org/wiki/Builders_FirstSource,2024-06-04,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,120,Irving,Texas,https://parat.eto.tech/company/6944-builders-firstsource
Teleflex,2507,United States,https://www.teleflex.com/,S&P 500,,North America,Mature,Healthcare Services & Equipment,"Teleflex is a diversified global company, distinguished by a significant presence in healthcare, with niche businesses.",crunchbase,https://www.crunchbase.com/organization/teleflex,2024-05-16,0,,0.0,0,0,0,0,0,0,0,76,0,,0.0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,119,Wayne,Pennsylvania,https://parat.eto.tech/company/2507-teleflex
Hormel Foods,2357,United States,https://www.hormelfoods.com/,S&P 500,,North America,Mature,Food & Beverages,"Hormel Foods is a Fortune 500, multinational manufacturer and marketer of consumer-branded food and meat products.",crunchbase,https://www.crunchbase.com/organization/hormel-foods,2024-05-16,5,-100.0,0.6,0,59,0,0,0,0,0,860,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,118,Austin,Minnesota,https://parat.eto.tech/company/2357-hormel-foods
Omnicom Group,2445,United States,http://www.omnicomgroup.com/,S&P 500,,North America,Mature,Cyclical Consumer Services,Omnicom Group provides advertising and marketing communications services for their clients.,crunchbase,https://www.crunchbase.com/organization/omnicom-group,2024-05-16,0,,0.0,0,0,0,0,0,0,0,7,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,118,New York,New York,https://parat.eto.tech/company/2445-omnicom-group
Kellanova,6967,United States,https://www.kellanova.com,S&P 500,,North America,Mature,Unknown,"Kellanova (formerly known as the Kellogg Company) is an American multinational food manufacturing company headquartered in Chicago, Illinois, US. Kellogg's produces and markets convenience foods and snack foods, including crackers and toaster pastries, cereal, and markets their products by several well-known brands including the Kellogg's brand itself, Rice Krispies Treats, Pringles, Eggo, and Cheez-It, along with cereal internationally such as Corn Flakes, Rice Krispies, Frosties and Coco Pops.",wikipedia,https://en.wikipedia.org/wiki/Kellogg's,2024-06-04,0,,0,0,0,0,0,0,0,0,0,1,-100.0,2.0,1,50,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,34,116,Chicago,Illinois,https://parat.eto.tech/company/6967-kellanova
Coty,2274,United States,https://www.coty.com/,,,North America,Mature,Personal & Household Products & Services,"Coty is a beauty company specializing in cosmetics, skincare, fragrance, and hair color.",crunchbase,https://www.crunchbase.com/organization/coty,2024-05-16,0,,0.0,0,0,0,0,0,0,0,8,0,,0.0,0,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,115,New York,New York,https://parat.eto.tech/company/2274-coty
Pioneer Natural Resources,2458,United States,http://www.pxd.com/,S&P 500,,North America,Mature,Energy - Fossil Fuels,Pioneer Natural Resources is an independent oil and gas exploration and production company.,crunchbase,https://www.crunchbase.com/organization/pioneer-natural-resources,2024-05-16,1,,11.1,0,0,0,0,1,0,0,9,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,113,Irving,Texas,https://parat.eto.tech/company/2458-pioneer-natural-resources
Extra Space Storage,2314,United States,https://www.extraspace.com/,S&P 500,,North America,Mature,Real Estate,"Extra Space Storage offers climate-controlled, self storage units.",crunchbase,https://www.crunchbase.com/organization/extra-space-storage,2024-05-16,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,113,Cottonwood Height,Utah,https://parat.eto.tech/company/2314-extra-space-storage
Dollar Tree,2289,United States,https://www.dollartree.com/,S&P 500,,North America,Mature,Retailers,Dollar Tree is a national company with thousands of stores.,crunchbase,https://www.crunchbase.com/organization/dollar-tree-stores-inc,2024-05-16,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,112,Chesapeake,Virginia,https://parat.eto.tech/company/2289-dollar-tree
Corpay,6950,United States,https://www.corpay.com,S&P 500,,North America,Mature,Unknown,"Corpay, Inc. (formerly FLEETCOR Technologies) is a global business payments and spend management company that provides solutions that control expense-related purchasing and payment processes. Corpay is an S&P 500 company with a portfolio of brands that automate, secure, digitize and manage billions of payment transactions annually on behalf of businesses across more than 100 countries in North America, Latin America, Europe, and Asia-Pacific.",wikipedia,https://en.wikipedia.org/wiki/Corpay,2024-06-04,0,,0.0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,109,Atlanta,Georgia,https://parat.eto.tech/company/6950-corpay
Carnival,2246,United States,http://www.carnivalcorp.com,S&P 500,,North America,Mature,Cyclical Consumer Services,Carnival Corporation is a cruise company providing travelers with vacation experiences.,crunchbase,https://www.crunchbase.com/organization/carnival-corporation,2024-05-16,2,-100.0,18.2,0,19,0,0,0,0,0,11,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,108,Miami,Florida,https://parat.eto.tech/company/2246-carnival
AI21 Labs,6910,Israel,http://www.ai21.com/,GenAI Contenders,,Middle East,Unknown,Unknown,"AI21 Labs is an Israeli company specializing in Natural Language Processing (NLP), which develops AI systems that can understand and generate natural language.",wikipedia,https://en.wikipedia.org/wiki/AI21_Labs,2024-05-20,4,-50.0,80.0,2,629,0,4,0,0,3,5,2,,33.3,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,106,Tel Aviv,,https://parat.eto.tech/company/6910-ai21-labs
Albemarle,2198,United States,https://www.albemarle.com/,S&P 500,,North America,Mature,Chemicals,"Albemarle is a specialty chemical company focused on lithium, bromine, and refining catalysts.",crunchbase,https://www.crunchbase.com/organization/albemarle,2024-05-16,3,-100.0,1.4,0,45,0,0,0,0,0,208,2,-100.0,1.4,1,138,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,2,0,0,0,0,0,2,0,0,0,17,106,Charlotte,North Carolina,https://parat.eto.tech/company/2198-albemarle
Catalent,3087,United States,https://www.catalent.com/,S&P 500,,North America,Mature,Pharmaceuticals & Medical Research,"Catalent provider of advanced delivery technologies, development, and manufacturing solutions for drugs, biologics, cell and gene therapies.",crunchbase,https:// https://www.crunchbase.com/organization/catalent-pharma-solutions,2024-05-16,2,,1.5,0,6,0,0,0,0,0,132,0,,0.0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,106,Somerset,New Jersey,https://parat.eto.tech/company/3087-catalent
Teledyne Technologies,2819,United States,http://www.teledyne.com/,S&P 500,,North America,Mature,Technology Equipment,"Teledyne Technologies provides electronic components, instruments, and communications products.",crunchbase,https://www.crunchbase.com/organization/teledyne-technologies,2024-05-16,18,-50.0,2.7,0,711,1,3,7,1,0,657,44,38.888888888888886,5.0,21,875,0,0,1,0,0,0,0,0,0,7,0,0,0,18,0,3,0,19,7,8,22,8,0,0,0,15,0,0,2,5,106,Thousand Oaks,California,https://parat.eto.tech/company/2819-teledyne-technologies
Cintas Corporation,2259,United States,https://www.cintas.com/,S&P 500,,North America,Mature,Industrial & Commercial Services,Cintas Corporation provides highly specialized services to businesses of all types.,crunchbase,https://www.crunchbase.com/organization/cintas,2024-05-16,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,105,Cincinnati,Ohio,https://parat.eto.tech/company/2259-cintas-corporation
Ball,2228,United States,http://ball.com/,S&P 500,,North America,Mature,Applied Resources,"Ball Corporation supplies aluminum packaging solutions for personal care, household, and beverage, as well as aerospace and other services.",crunchbase,https://www.crunchbase.com/organization/ball-corporation-altrista,2024-05-16,4,-100.0,2.8,0,63,0,0,0,0,0,142,4,-50.0,3.4,3,119,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,1,1,1,0,0,0,3,0,0,0,9,105,Broomfield,Colorado,https://parat.eto.tech/company/2228-ball
United Rentals,2521,United States,https://www.unitedrentals.com/,S&P 500,,North America,Mature,Industrial & Commercial Services,United Rentals operates as an equipment rental company that provides rental equipment and tools for industrial and construction companies.,crunchbase,https://www.crunchbase.com/organization/united-rentals,2024-05-16,0,,0.0,0,0,0,0,0,0,0,2,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,104,Stamford,Connecticut,https://parat.eto.tech/company/2521-united-rentals
Packaging Corporation of America,2449,United States,https://www.packagingcorp.com/,S&P 500,,North America,Mature,Applied Resources,Packaging Corporation of America (PCA) is the fourth largest producer of containerboard and corrugated packaging products in the United,crunchbase,https://www.crunchbase.com/organization/packaging-corp-of-america,2024-05-16,0,,0.0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,102,Lake Forest,Illinois,https://parat.eto.tech/company/2449-packaging-corporation-of-america
Pultegroup,2466,United States,http://www.pultegroupinc.com/,S&P 500,,North America,Mature,Cyclical Consumer Products,PulteGroup is a residential construction company that develops homes.,crunchbase,https://www.crunchbase.com/organization/pulte-group,2024-05-16,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,100,Atlanta,Georgia,https://parat.eto.tech/company/2466-pultegroup
Fortive,2328,United States,http://www.fortive.com/,S&P 500,,North America,Mature,Industrial Goods,"Fortive provides the essential technology for the people who create, implement, and accelerate progress.",crunchbase,https://www.crunchbase.com/organization/fortive,2024-05-16,0,,0,0,0,0,0,0,0,0,0,101,211.1111111111111,10.1,11,1004,0,1,2,0,0,0,6,0,2,1,0,0,0,23,0,0,0,28,1,10,14,14,0,2,0,46,2,0,0,17,99,Everett,Washington,https://parat.eto.tech/company/2328-fortive
IPG Photonics,2373,United States,https://www.ipgphotonics.com/,,,North America,Mature,Technology Equipment,IPG Photonics develops and manufactures fiber lasers and amplifiers for diverse applications in numerous markets.,crunchbase,https://www.crunchbase.com/organization/ipg-photonics,2024-05-16,0,,0.0,0,0,0,0,0,0,0,139,0,,0.0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,Oxford,Massachusetts,https://parat.eto.tech/company/2373-ipg-photonics
Brown-Forman,2238,United States,https://www.brown-forman.com/,S&P 500,,North America,Mature,Food & Beverages,Brown-Forman is a spirits and wine company that produces alcoholic beverage brands.,crunchbase,https://www.crunchbase.com/organization/brown-forman-corp,2024-05-16,0,,0.0,0,0,0,0,0,0,0,5,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,97,Louisville,Kentucky,https://parat.eto.tech/company/2238-brown-forman
Mosaic Company,2421,United States,http://www.mosaicco.com/,S&P 500,,North America,Mature,Chemicals,The Mosaic Company is a producer and marketer of concentrated phosphate and potash minerals into crop nutrients to help feed the world.,crunchbase,https://www.crunchbase.com/organization/the-mosaic-company,2024-05-16,1,,5.3,0,5,0,0,1,0,0,19,0,,0.0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,97,Tampa,Florida,https://parat.eto.tech/company/2421-mosaic-company
Anthropic,6901,United States,https://www.anthropic.com/,GenAI Contenders,,North America,Unknown,Unknown,"Anthropic PBC is a U.S.-based artificial intelligence (AI) startup company, founded in 2021, researching artificial intelligence as a public-benefit company to develop AI systems to “study their safety properties at the technological frontier” and use this research to deploy safe, reliable models for the public. Anthropic has developed a family of large language models (LLMs) named Claude as a competitor to OpenAI’s ChatGPT and Google’s Gemini.",wikipedia,https://en.wikipedia.org/wiki/Anthropic,2024-05-20,9,,69.2,5,547,0,4,0,4,3,13,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,97,San Francisco,California,https://parat.eto.tech/company/6901-anthropic
Perrigo,2456,Ireland,https://www.perrigo.com/,,,Europe,Mature,Pharmaceuticals & Medical Research,Perrigo is a pharmaceutical and consumer goods company that produces a variety of over-the-counter and generic prescription pharmaceuticals.,crunchbase,https://www.crunchbase.com/organization/perrigo,2024-05-16,6,0.0,6.5,2,442,4,1,1,0,0,92,0,,0.0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,95,Dublin,Dublin,https://parat.eto.tech/company/2456-perrigo
SBA Communications,2484,United States,https://sbasite.com/,S&P 500,,North America,Mature,Real Estate,SBA Communications is a wireless Internet installer for a number of different countries.,crunchbase,https://www.crunchbase.com/organization/sba-communications,2024-05-16,0,,0.0,0,0,0,0,0,0,0,3,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,92,Boca Raton,Florida,https://parat.eto.tech/company/2484-sba-communications
Leggett & Platt,2394,United States,http://www.leggett.com/,,,North America,Mature,Cyclical Consumer Products,"Leggett & Plat, which pioneered sleep technology when it introduced its bedspring more than 125 years ago.",crunchbase,https://www.crunchbase.com/organization/leggett-platt,2024-05-16,0,,0,0,0,0,0,0,0,0,0,0,,0.0,0,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,91,Carthage,Mississippi,https://parat.eto.tech/company/2394-leggett-platt
Jack Henry & Associates,2375,United States,https://www.jackhenry.com,S&P 500,,North America,Mature,Software & IT Services,"Jack Henry & Associates, Inc. provides integrated computer systems for in-house and outsourced data processing to commercial banks.",crunchbase,https://www.crunchbase.com/organization/jack-henry-associates,2024-05-16,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,90,Monett,Missouri,https://parat.eto.tech/company/2375-jack-henry-associates
Quanta Services,2469,United States,http://www.quantaservices.com/,S&P 500,,North America,Mature,Industrial & Commercial Services,"Quanta Services provides engineering, procurement and construction (EPC) services for comprehensive infrastructure needs.",crunchbase,https://www.crunchbase.com/organization/quanta-services-inc,2024-05-16,0,,0.0,0,0,0,0,0,0,0,2,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,88,Houston,Texas,https://parat.eto.tech/company/2469-quanta-services
Steel Dynamics,6980,United States,https://www.steeldynamics.com/,S&P 500,,North America,Mature,Unknown,"Steel Dynamics, Inc., sometimes abbreviated as ""SDI"", is an American steel producer based in Fort Wayne, Indiana.",wikipedia,https://en.wikipedia.org/wiki/Steel_Dynamics,2024-06-04,0,,0.0,0,0,0,0,0,0,0,13,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,82,Fort Wayne,Indiana,https://parat.eto.tech/company/6980-steel-dynamics
